Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022<R>,2023<P>
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Oaxaca<C1>",NA,-2.481896624727,-4.9543236795,1.448997011962,12.62311931781,-37.944422808199,102.705202140977,-12.967629112874,-11.281137783458,-20.62264743225,64.989738225441,46.273309621107,27.919707011317,16.569843705523,-12.260620065678,13.346191184765,12.871712601143,6.282187417695,6.06823265788,-9.225083202505,42.428722784867
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Puebla<C1>",NA,-3.516695422351,5.463102326208,-3.207457499962,10.317203506761,-28.07467667273,54.03496045554,6.374090631443,-4.295208618651,-4.729129492815,28.296911544775,39.793876559367,19.439265931738,19.367235003326,3.947473302844,5.594088616557,11.098892744534,2.296499234564,2.654632759017,-12.173680336791,39.66168440243
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Querétaro<C1>",NA,5.397367450466,6.063478557779,2.230989356337,10.651581934086,-26.563376335377,49.361771115268,14.95076358938,2.325755658986,-4.888375816243,25.526397512503,42.882300197166,22.620762638589,19.473636094659,-2.297307954341,11.33455372284,8.770022291191,4.408556630807,6.687748050201,-11.149033332536,31.796689397217
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Quintana Roo<C1>",NA,3.767114485145,-4.807876287571,5.984047836857,19.479456936619,-12.229133081894,31.832236246743,12.897653455267,-10.413764124241,8.241856163539,21.193567999419,41.224042261751,17.571223607906,20.913849444521,-1.637000469571,7.79209404273,7.166863203773,-21.710825287804,27.6462659502,3.800791152636,15.437419306064
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|San Luis Potosí<C1>",NA,0.504972636106,-1.226370215596,-2.218341571923,7.321972595298,-39.096075554923,98.660737421368,4.325485588642,-1.038641860881,-14.473301476176,48.473512604557,45.106968800013,24.618455814359,35.839364331241,0.44867380363,10.42956668666,1.356480070889,11.114917002776,1.830187509653,-16.448955763676,52.611112958715
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Sinaloa<C1>",NA,-4.947504078161,0.770274732405,-4.876959443523,10.485327249376,-41.925260699099,121.443587694133,-0.177194845418,-14.958959652383,-13.473696832841,48.427236598346,47.683075119717,26.328174966365,16.989474427797,-6.378822189566,7.206783402847,13.27630469471,2.465571839282,9.241093758521,-15.242117516843,40.488277884071
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Sonora<C1>",NA,-1.257996880857,2.700154311184,10.011229805055,9.631749721869,-26.840068352689,58.006938795986,5.390408074754,-6.627086445654,-8.968742364971,40.798974595878,39.80373465371,25.988935881746,24.017803288757,-8.587726280822,3.799466171959,11.144067678954,1.934831503646,12.680894002703,-4.622171168705,45.210583778915
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Tabasco<C1>",NA,2.007442533998,-5.150187405407,1.828015046845,1.28781477822,-38.409746483769,108.183103945426,2.938461300573,-18.549268453108,-7.324744354372,58.436316792823,43.399084845841,22.987707937204,10.179931069015,-11.73395656692,6.235760995059,9.46165980868,0.271355558518,22.621180744972,-14.828209173747,38.408121103648
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Tamaulipas<C1>",NA,-1.605160604214,-0.123308089021,0.387251698022,11.163812042958,-30.547356521218,63.828093552731,-2.341489734511,-8.087320417352,-0.974793388674,22.437827719884,49.893224608296,22.554943999258,21.187889398177,-5.86761057857,10.416042662976,13.291491168573,4.88903498932,8.233059194258,-12.988636297305,30.941435854531
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Tlaxcala<C1>",NA,5.891332689673,-11.303855212943,3.647397459725,-0.261584959933,-28.422640399589,54.389613886714,8.918333261738,-7.272073262515,-10.034400680786,35.684451869757,55.819442898031,22.547318353426,15.624707599411,0.16513488448,9.945373924978,5.630851193698,5.517066217178,4.091921168942,-14.857823663973,31.980009644393
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Veracruz de Ignacio de la Llave<C1>",NA,-4.574624488834,-6.404668210012,-5.153463772692,11.825363616038,-39.383151987279,125.860315809195,4.239493117896,-10.32065235026,-9.95524658085,33.463846329301,53.550256524279,23.561655169294,15.610400676209,-14.970598609194,5.314672072646,13.67957382508,4.070243095602,5.907416787743,-15.635042385881,43.761950476584
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Yucatán<C1>",NA,-3.319856816218,2.439313766557,-2.343649426425,12.026754657183,-36.381808124861,89.686926753437,4.853736108847,-7.019378138931,-5.935884171175,31.291583234947,50.01926391405,15.005500648075,18.447426321441,-1.814055001736,14.28286485833,11.621873415198,2.978598567367,8.787631044118,-10.182212011713,37.882020374013
"Variación porcentual anual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Zacatecas<C1>",NA,6.990335817826,10.078456456567,8.819494455499,9.310243226292,-6.410542328199,37.899839342879,16.171897032326,-12.711544963843,-0.424414280882,4.503961385676,53.212217221275,21.906397625479,17.936409979951,-1.423406007959,15.461644845973,3.438721911022,8.696932405762,4.229175155057,-5.663075892485,15.720605429584
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Estados Unidos Mexicanos<C1>",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Aguascalientes<C1>",1.179790014549,1.206172364793,1.200710264583,1.273399376514,1.3786952798,1.398479602401,1.244681478554,1.324857684429,1.381331956857,1.478014241797,1.463325334592,1.512101268685,1.510503931879,1.528499023393,1.53729283436,1.577190124375,1.588136986066,1.672168841339,1.588882280915,1.453945812449,1.534858326735
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Baja California<C1>",4.646445467764,4.554685388564,4.644676012437,4.902891336504,4.866149442101,4.834609792826,4.215828521468,4.178909870823,4.16350343533,4.299155005553,4.080765063064,4.043254101288,3.996273345309,4.257137770732,4.197757559514,4.201672260684,4.328428687364,4.498929074878,4.470633296913,4.556878364548,4.597685997676
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Baja California Sur<C1>",0.513576946764,0.530638568109,0.586011975086,0.584208852599,0.663235533017,0.579487863187,0.712872530985,0.664559016607,0.642051686171,0.623814441369,0.614440533991,0.641995347933,0.673567429452,0.684011114151,0.69237168365,0.707566176747,0.698907589896,0.603225061899,0.741830953156,0.791500979278,0.797291934268
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Campeche<C1>",0.596355161032,0.567675472315,0.566339207812,0.503156116957,0.511435874222,0.339200562824,0.576602750751,0.524086207589,0.458982228989,0.432906250401,0.518347183973,0.538935467584,0.85979005231,0.755651344253,0.703385591192,0.704754718435,0.736491011824,0.466457398787,0.728976945733,0.699233104614,0.737294873601
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Coahuila de Zaragoza<C1>",4.045525919776,4.070754558685,3.804642835244,3.722252795381,3.688386545798,3.395387373002,3.067467437672,3.389442396736,3.697251218065,3.85459831687,3.847336908097,3.867780680528,3.936661256683,4.258336943965,4.385830054694,4.474862065445,4.528788178599,4.65761423827,4.658026772597,4.47843804985,4.390645452939
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Colima<C1>",0.368639859099,0.331252259137,0.321329025703,0.299292213995,0.327552412659,0.12622508852,0.407436358927,0.365827040502,0.333993046436,0.218088607286,0.247225292239,0.316036711145,0.368361492868,0.406359677365,0.345251433459,0.306492239886,0.361274193853,0.392290452722,0.403679428687,0.384688434621,0.425818175982
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Chiapas<C1>",1.326749643414,1.189286126909,1.082205129344,0.90391295647,1.064076815912,0.545427753569,1.235056521212,1.096024505497,0.975885271839,0.773869482106,1.018281207673,1.11948116523,1.261216438461,1.280730125325,1.098547846073,1.026917803164,1.083101941959,1.123978391142,1.071926927631,0.967837682232,1.125520834649
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Chihuahua<C1>",3.406409258351,3.370852955213,3.298169279005,3.338530274167,3.400445894705,3.405490474084,3.380948080755,3.268308626681,3.19575382416,3.577234655022,3.352491642143,3.436643118255,3.656515400303,3.648482098601,3.576603534558,3.361521273968,3.436858314127,3.551110913494,3.425118731501,3.4254896447,3.635781732974
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Ciudad de México<C1>",19.559336261131,19.950060623636,20.356699572571,20.520311246377,19.954924854693,20.949585059917,19.580026240437,19.860152496084,19.550819134745,19.820381788099,19.570436532631,18.264908429113,17.235808113866,16.034231206544,16.204066764661,16.261750925309,15.942858890794,15.751714579437,15.586631277053,16.293729200463,16.186600735931
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Durango<C1>",1.061501998909,1.021507365138,0.957045531347,0.863415281914,0.832640444582,0.67028747254,0.998666791251,0.870448515037,0.834001151864,0.795270192858,0.926045108274,0.979142972849,1.040931379344,1.07754996877,0.978588490181,0.956395432752,0.995871676555,1.01038198521,1.018141372908,0.907284998324,0.964696568066
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Guanajuato<C1>",3.927568509387,3.902961194981,3.751269404098,3.678721618924,3.614523280553,3.39674925785,3.771310545384,3.909910896489,3.971744255534,3.913237632849,4.175588746581,4.537415338226,4.735711299149,4.975052746537,5.089048911001,4.820737514815,4.71945593105,4.836904129503,4.809835680079,4.641411321705,4.573164358718
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Guerrero<C1>",1.180382560883,1.177336366778,1.186930027619,1.070295221313,1.0930709589,0.961514144777,1.222788162317,1.076302311192,1.031239696058,0.870715111064,0.960550960331,1.136183060473,1.107213958747,1.069733489034,0.932541611529,0.910876806819,0.983578626763,0.98681048423,0.970438651437,0.841199261451,0.924108984543
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Hidalgo<C1>",1.187832368744,1.202140182135,1.149369664153,1.084112400812,1.111520425991,0.798574554191,1.195887757508,1.164657896265,1.215952172171,1.116356329958,1.154668493246,1.293700152036,1.377558378676,1.37142258771,1.351713772346,1.384844519395,1.489075095642,1.537919787219,1.526936786261,1.603677391924,1.592744281256
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Jalisco<C1>",7.666129996858,7.691887704481,7.85349196964,7.865818285491,7.749242873863,8.679906706928,8.08758396155,8.252876217134,7.990826030406,8.445970790255,8.464244985009,8.832260658632,8.711159895818,8.378094520567,8.525954682329,8.468050962719,8.678860628688,8.594820402227,8.508313253317,8.912948007372,8.550472164213
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|México<C1>",11.11310019619,10.976706844182,11.559002212791,11.938198279615,11.859155325386,13.20528247223,11.374296413545,11.951449337623,12.908890108879,13.375032213554,12.892062790237,11.835225221498,10.321375444197,10.11064355805,10.557528751863,10.30666588201,9.915396834191,10.051080652204,9.933069816269,9.703993945917,9.323964561967
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Michoacán de Ocampo<C1>",1.938913330295,1.868584916512,1.740242591356,1.569735934682,1.571597337528,1.118436922406,1.816395771438,1.674055378215,1.575040233315,1.38902079301,1.588803453831,1.90700270496,2.1817387489,2.147955837176,2.149046757357,2.100118761052,2.153357711935,2.263266039594,2.206382984563,2.078825796688,2.279202255865
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Morelos<C1>",1.374254057598,1.349616366255,1.3169245482,1.235423216206,1.207709638658,1.152659862638,1.189291652318,1.177131792635,1.16537386468,1.15236389149,1.177526274693,1.201781072003,1.233808709368,1.232049970033,1.252656502936,1.211488268534,1.157866394318,1.149322876863,1.12104340518,0.998467651212,1.018919470113
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Nayarit<C1>",0.565372617104,0.556834946676,0.590597974466,0.565699201454,0.51952290778,0.413154172984,0.601177358951,0.580200061967,0.579585351263,0.504573438259,0.570387742242,0.532298067439,0.566696030194,0.569813982245,0.550453153654,0.543582809413,0.591371976603,0.565469546852,0.599053040543,0.656754604811,0.712387974206
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Nuevo León<C1>",8.261055417336,8.43864101611,8.36063269061,8.574993543891,8.770770556279,9.049923755515,8.445823493093,8.51188297127,8.443580595214,7.962715329645,7.797619297097,7.770865191384,8.117186888349,8.579859748068,8.677712633068,9.233885714261,9.112426801914,8.86527310243,9.033730012014,9.195851318888,8.893559626743
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Oaxaca<C1>",1.411447911254,1.386497772693,1.300005604436,1.302104867577,1.34394781164,1.155434002115,1.466672059669,1.184164588695,1.128013214717,0.939586790905,1.178890078168,1.211435915321,1.306500742884,1.295892156992,1.180404609449,1.244586179545,1.280316092798,1.324251744317,1.30551927703,1.319652083394,1.391985662552
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Puebla<C1>",3.556565077056,3.456622911251,3.596219815323,3.436695922702,3.474507408547,3.462238527177,3.339637021112,3.295591421811,3.38651652236,3.385629556886,3.303201870279,3.244033336518,3.266661950947,3.317892527663,3.580500395299,3.516984696241,3.561125873731,3.54520180387,3.382570974911,3.308124924472,3.421660462464
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Querétaro<C1>",2.103043578642,2.23278605121,2.336181927088,2.357991329115,2.391160463248,2.432782833332,2.275442041163,2.426475300952,2.665919244215,2.660766064329,2.539926998465,2.549539307247,2.635709153979,2.67943084457,2.717794135191,2.814710130076,2.7902942832,2.835169097131,2.811388845438,2.781591649029,2.715036107522
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Quintana Roo<C1>",1.652314435755,1.727116018499,1.621870636349,1.697108832163,1.858282871501,2.259665378969,1.865471984327,1.953763010666,1.8793139028,2.134620435928,1.967341307716,1.951867772399,1.934742587696,1.990546032923,2.032691465517,2.038194001144,1.990733632326,1.516728103205,1.799464367769,2.079956318231,1.778191615059
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|San Luis Potosí<C1>",1.616452666947,1.636513591453,1.594609375695,1.539446824885,1.514126738773,1.277583890198,1.589367948128,1.538201044924,1.634424648046,1.466873679959,1.656232016901,1.688385020104,1.773885630718,2.050332248864,2.138138946333,2.196384846492,2.028930049056,2.193978187984,2.076520637803,1.931961347221,2.183545908675
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Sinaloa<C1>",1.810137753163,1.733182224684,1.722940786014,1.618113777899,1.638409858301,1.318231670298,1.828006900363,1.692800728833,1.545683446832,1.403443101279,1.584119311615,1.643541443321,1.750461816121,1.742498519788,1.693612275345,1.688975714487,1.743691271567,1.738763147466,1.765443687353,1.666265747295,1.733652659834
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Sonora<C1>",2.651438853179,2.637258033817,2.671882793026,2.902066786873,2.915765806487,2.955342706094,2.924199437805,2.85894836693,2.866245438898,2.737978443618,2.931628890887,2.879319182048,3.058397840389,3.227386656315,3.062830653077,2.957367196272,2.995702308414,2.971762708645,3.112374262527,3.305594266758,3.554884971898
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Tabasco<C1>",1.208252837842,1.241534401768,1.161686434846,1.167909460143,1.084114787035,0.925058461022,1.205973152749,1.151631534797,1.007151240393,0.97945523059,1.180099982673,1.188850454537,1.232709366762,1.155676224117,1.05900329793,1.046538457609,1.044057306612,1.018812086228,1.161146412716,1.101268109051,1.128839949312
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Tamaulipas<C1>",3.072396230291,3.045219622025,3.000381312442,2.973774250781,3.029565302453,2.915083628647,2.990627870874,2.709384912172,2.673820752456,2.778460020613,2.587016771938,2.724226989749,2.814789271998,2.902539209985,2.836512178328,2.913425900216,3.008211627024,3.070657234042,3.089005467999,2.992987834983,2.902416839312
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Tlaxcala<C1>",0.733836337355,0.782760139185,0.684899940112,0.700871676946,0.640633821112,0.635283325507,0.614198169786,0.620594241509,0.617880437368,0.583320215955,0.601889253033,0.658870830072,0.680731508342,0.66972958874,0.696439734339,0.71227491279,0.685717989742,0.704143405099,0.681248474744,0.645893017111,0.631315539797
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Veracruz de Ignacio de la Llave<C1>",3.95964459376,3.80617856421,3.514285415867,3.290875750741,3.372567843293,2.832278558957,4.005888677372,3.873730505548,3.729992840903,3.524459436521,3.577137464083,3.858764021069,4.019793075703,3.954336198491,3.490681195529,3.419685859955,3.543037630957,3.588353326879,3.532230019093,3.318343720463,3.532995302431
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Yucatán<C1>",1.232699061649,1.200503484866,1.213175883771,1.169707405094,1.200902874869,1.05845189807,1.257278551624,1.222963943936,1.220934184957,1.205153417219,1.203257835576,1.268141669488,1.229583837949,1.239243817412,1.26320419631,1.342894282858,1.366149563795,1.369109204423,1.384347155135,1.384578766211,1.413849035802
"Estructura porcentual en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Zacatecas<C1>",1.072831077921,1.156231963732,1.255570158966,1.348964961815,1.351358010314,1.752182227225,1.513094356912,1.630667176453,1.528298864081,1.596935094752,1.269110668721,1.366013328868,1.403955022641,1.408880261623,1.441834348926,1.548603562532,1.459924898638,1.544331992409,1.496088800726,1.571626644733,1.346907634896
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Estados Unidos Mexicanos<C1>",NA,-0.727050537425,1.369269542188,1.285440185345,9.116671492209,-27.819800166559,59.689742103709,7.795780996619,-6.864801213846,-4.704170479597,31.498416639769,42.343603349045,18.611893789474,17.524121569338,-3.676439920571,7.501086495166,9.721790076029,2.755986928195,7.590170888434,-10.197236649569,35.027512002964
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Aguascalientes<C1>",NA,0.017612867584,0.010978859733,0.089057899237,0.230987022825,-0.369269908158,0.589149040715,0.18345920947,-0.038351420514,0.027153975293,0.44623540348,0.689054097541,0.279536050682,0.285851118559,-0.047723836492,0.158203685438,0.165342205596,0.130116609958,0.037312319913,-0.283198763717,0.618535198912
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Baja California<C1>",NA,-0.124874943796,0.153588757844,0.32123905955,0.406888964554,-1.376518432472,1.89763590064,0.288860010931,-0.30122266986,-0.06658801042,1.066986439165,1.674548517267,0.696801394587,1.006890423741,-0.213708245905,0.319085771687,0.547557177256,0.294490284726,0.311032929066,-0.378430603031,1.651262647822
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Baja California Sur<C1>",NA,0.013203610784,0.063397490466,0.00570653287,0.139491685183,-0.244960035358,0.558896443071,0.003494051149,-0.066582902382,-0.0475825396,0.184165132023,0.29939877759,0.156935736089,0.13031062389,-0.017094059477,0.068269644026,0.059287741864,-0.079057724143,0.194912128305,-0.031041201819,0.285062482965
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Campeche<C1>",NA,-0.03280697629,0.006418445775,-0.056715319933,0.054905685811,-0.26660023014,0.581574882814,-0.011659930185,-0.096612196227,-0.046440626623,0.248712089219,0.248792980312,0.480877796075,0.028282552149,-0.07812530173,0.054233388252,0.103336403487,-0.257178108101,0.317850142864,-0.101046295529,0.296317819334
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Coahuila de Zaragoza<C1>",NA,-0.004367803987,-0.214015907908,-0.034542706631,0.30239183516,-1.237589154846,1.503043467332,0.58620846532,0.053999874832,-0.023979777324,1.204588800075,1.658201482204,0.8015677881,1.067911830175,-0.033749296251,0.42469528482,0.494205392865,0.257189299243,0.353964726397,-0.636265648895,1.450141266124
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Colima<C1>",NA,-0.039795971293,-0.005523372954,-0.018189589318,0.058122076091,-0.236442891525,0.524408982288,-0.013090243521,-0.054761952772,-0.126163699033,0.10700873754,0.202632750311,0.120883831537,0.109209148367,-0.073801205432,-0.015768945558,0.089904272692,0.041827732467,0.042028934444,-0.058218584108,0.190283254064
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Chiapas<C1>",NA,-0.146110227682,-0.092262692345,-0.166672912491,0.257172247173,-0.670385973439,1.426830819989,-0.053588345597,-0.187131817645,-0.238419929461,0.565154182925,0.575228621729,0.376471537213,0.243950391001,-0.222569730811,0.005399949741,0.161481035902,0.071853146718,0.029309622096,-0.20278194424,0.551925097869
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Chihuahua<C1>",NA,-0.060064107664,-0.027522848822,0.083275804906,0.371923102029,-0.942356065203,1.993536796733,0.142150728756,-0.291936949834,0.213201614235,0.831238772377,1.539350006628,0.900419044748,0.631331136692,-0.203370244187,0.037068357724,0.409461190668,0.212120751949,0.133980182859,-0.348934372277,1.483815971194
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Ciudad de México<C1>",NA,0.245677339524,0.685377035977,0.427388000725,1.253838553835,-4.833472494168,10.317708347275,1.828380249836,-1.651458230618,-0.662821895665,5.914432381801,6.428492273772,2.178809984663,1.608281262021,-0.425897221175,1.277492163184,1.231039238965,0.242970883419,1.017968647294,-0.9544122022,5.562635051118
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Durango<C1>",NA,-0.04742150856,-0.051357300825,-0.082531562433,0.045134256711,-0.348825607444,0.924480950885,-0.060360016294,-0.093699884369,-0.076141824651,0.422464461892,0.467702281219,0.255525449239,0.225449755924,-0.1349386965,0.049546991218,0.136292797624,0.042356304092,0.085038057788,-0.203374372948,0.395320775914
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Guanajuato<C1>",NA,-0.052983814749,-0.100326801488,-0.025260019177,0.265325875127,-1.162742878397,2.625646826004,0.443408441758,-0.21081898882,-0.242591992205,1.577595454292,2.283131744762,1.079701518097,1.111175738829,-0.073099661277,0.093296294506,0.357534014582,0.250752643991,0.338006298147,-0.641720054728,1.533618731678
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Guerrero<C1>",NA,-0.011606024487,0.025845932196,-0.102876801429,0.122427426087,-0.399048127774,0.991153118101,-0.062579680083,-0.115855170306,-0.201484508211,0.39239419279,0.656732948588,0.177104384299,0.149980927372,-0.171476209587,0.046660852435,0.168323269271,0.030428225418,0.057286119219,-0.21501846937,0.406602108572
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Hidalgo<C1>",NA,0.005567646736,-0.037032549244,-0.051321646887,0.128741690986,-0.535107716957,1.111135521624,0.05956431771,-0.032178423569,-0.152111147134,0.402014456098,0.686830919694,0.340247928968,0.234193970533,-0.069403760102,0.137009132272,0.24899533112,0.091229559878,0.104914110478,-0.086790173088,0.546965583626
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Jalisco<C1>",NA,-0.03016620327,0.269139738697,0.113436704999,0.589897604315,-1.484068867446,4.235135263692,0.808668411394,-0.81060450906,0.057831895219,2.684377345543,4.107913093668,1.500211064827,1.135122093727,-0.165591439788,0.577292107557,1.054550277282,0.152831900326,0.55928836674,-0.50423964671,2.632541820471
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|México<C1>",NA,-0.21619955811,0.74056926529,0.532654464916,1.002117278537,-2.327556048359,4.958302136672,1.50886174036,0.071271126368,-0.163042212351,3.577826227813,3.954623254517,0.407153657986,1.561069582409,0.058743992154,0.522249052724,0.572685017606,0.41269028693,0.635926137588,-1.218615097478,2.885923422145
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Michoacán de Ocampo<C1>",NA,-0.083913970461,-0.104513713392,-0.150328640166,0.145138769289,-0.764307331925,1.782160800586,-0.011834702175,-0.207138525955,-0.251361346405,0.700230592295,1.125692912373,0.680798942649,0.342627480438,-0.077917492717,0.108603728462,0.262583867224,0.172283643861,0.11058518395,-0.339539973895,0.998724302921
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Morelos<C1>",NA,-0.034450084386,-0.014659571323,-0.065620705514,0.082389342788,-0.375717446406,0.746516909809,0.079606756912,-0.091758527163,-0.067219135191,0.396064515249,0.533132207563,0.261662803917,0.214147195209,-0.025446630839,0.0497065485,0.058943466,0.023131670794,0.056809638503,-0.224391863232,0.377353958596
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Nayarit<C1>",NA,-0.0125861419,0.041849905971,-0.017627048148,0.001186903154,-0.2213074001,0.546864401111,0.024253829189,-0.040402092933,-0.098747907734,0.245477411497,0.187304507508,0.139870826004,0.102972847019,-0.039597908076,0.033904272465,0.105281109324,-0.010318162956,0.079052643181,-0.009269256992,0.305165152568
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Nuevo León<C1>",NA,0.116232413915,0.036471271467,0.324587266184,0.995379351339,-2.238517504774,4.43718999914,0.729627233306,-0.647937399248,-0.855444969481,2.291030581634,3.263710227717,1.857083899317,1.96621791245,-0.221178006435,1.248814835485,0.764432092167,-0.002827931632,0.854132455096,-0.775601414056,2.812900973604
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Oaxaca<C1>",NA,-0.035030678069,-0.068691587468,0.018837042364,0.164366251077,-0.50995323997,1.186690827477,-0.190192593,-0.133587238834,-0.23262618826,0.61063499581,0.545511455963,0.338229358187,0.216485131107,-0.15888441383,0.157539055931,0.160199556105,0.080431856488,0.080358676821,-0.120435239531,0.559911524188
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Puebla<C1>",NA,-0.125073561258,0.188838846673,-0.115347222182,0.354570912254,-0.97545672092,1.870819219037,0.212871490487,-0.141552526785,-0.160152751638,0.958028600946,1.314472074765,0.6306162672,0.632662096804,0.130972921747,0.200296365029,0.390346359277,0.081781228432,0.094112088459,-0.411783377651,1.312058067182
"Contribución a la variación nacional en valores corrientes|D.21-D.31---Impuestos sobre los productos, netos|Querétaro<C1>",NA,0.113508989583,0.135384503456,0.052119970138,0.251163378419,-0.635172952635,1.200864693921,0.340195960188,0.056433886626,-0.130320151615,0.679197722458,1.089179120271,0.57672523507,0.513268409159,-0.061554777923,0.308049836329,0.24685070584,0.123011703641,0.189608966013,-0.313442679485,0.884454056941
