Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|23---Construcción<C1>,NA,1.246143431,0.541128061,0.469107597,0.997409849,1.69371311,-0.976193421,0.379291325,1.539947461,0.133394479,-0.234583614,-0.328447239,1.058063556,0.562599502,1.145224596,0.340451733,-0.356244214,-0.53651294,0.924040561,1.078741115,0.363137254,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras<C1>,NA,0.856097327,1.247236609,2.086196151,0.726033977,0.381525729,0.720832306,1.772266563,0.945494021,2.850974855,0.989773745,2.388342476,2.792824133,1.954801802,0.794120094,0.743178831,1.453358043,-0.581014846,1.501279716,3.698681834,0.871330961,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria<C1>,NA,0.449026447,0.25294308,0.23146124,0.610685158,0.631678167,0.592830462,0.621412763,0.582664201,0.68036241,0.505402247,0.233781254,0.451823863,0.431081418,0.251578441,0.279201405,0.290448325,0.316524728,0.515867352,1.005362307,0.058079942,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco<C1>,NA,0.20984982,0.342201915,0.14596529,0.060689833,0.303608552,0.238938027,0.084702555,-0.091556441,0.239482299,0.246804896,0.505237831,0.210997748,0.189764629,0.254025072,0.25407019,0.455356305,-0.153525821,0.358302215,0.39926513,0.095250012,
"Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|313-314---Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir<C1>",NA,0.01217623,-0.00919746,0.018508167,-0.018464525,-0.025373873,-0.007968703,0.010437326,0.005482271,0.010799402,0.004580122,0.01095921,-0.000968937,0.008627418,-0.000531198,0.011226616,0.010291079,-0.009791843,0.01796657,0.000945877,-0.006510638,
"Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|315-316---Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos<C1>",NA,0.013642325,0.019900265,0.01783986,-0.023492483,-0.067616347,-0.000198742,0.021397011,0.007678307,0.016792397,-0.048231677,0.002123552,0.01367939,-0.023854176,-0.029784976,-0.01609049,-0.007309685,-0.038370234,0.024440983,0.018394345,0.012799289,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|321---Industria de la madera<C1>,NA,0.02506952,-0.036500856,0.012431594,0.027766275,-0.008199692,0.003583144,-0.008495043,0.007958705,0.024222622,-0.047590028,0.005871512,0.021271111,0.004228994,0.008022533,0.004362378,0.002271432,-0.005505093,0.013263155,0.01968341,-0.002563847,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|322-323---Industria del papel; Impresión e industrias conexas<C1>,NA,0.016152737,0.038948208,0.047539644,0.035033983,0.047837053,0.059913002,0.086418659,0.118233441,0.031662391,-0.109378378,0.009793252,0.055802036,0.071506195,0.040434048,0.008265764,0.006011585,0.011128062,0.06666189,0.056493286,-0.013005823,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|324-326---Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule<C1>,NA,0.544723656,0.400368916,0.249829655,-0.198081675,0.089892677,-0.290010038,0.073832099,0.168334833,0.438370428,0.033225076,0.09584846,0.317848774,0.293669552,0.159472619,0.141338991,0.180042634,-0.061031804,0.342622096,0.718210787,0.265438342,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|327---Fabricación de productos a base de minerales no metálicos<C1>,NA,0.026517095,0.021612302,0.031507212,0.002075267,0.006570307,0.027847722,-0.009146379,0.019025402,0.040680467,-0.013664311,0.019504003,0.040908784,0.041562419,0.032455459,0.010559563,0.023873269,0.006328493,0.044148932,-0.024028246,-0.005207109,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|331-332---Industrias metálicas básicas; Fabricación de productos metálicos<C1>,NA,0.610808037,-0.262438362,0.157139719,0.030419506,0.241548856,-0.178994286,0.248596693,0.184724714,0.139491469,-0.164646594,0.142949517,0.183784736,0.055965663,0.073000482,0.026536221,-0.026795889,-0.044095918,0.268372797,0.072409721,-0.112923924,
"Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|333-336---Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte<C1>",NA,-1.118203474,0.413935189,1.127811293,0.148267828,-0.834644163,0.251500135,0.584829123,-0.139876806,1.185296158,0.553625484,1.336702824,1.405607432,0.832609175,0.00833506,0.034214138,0.512799115,-0.571305684,-0.278928898,1.386812673,0.591521145,
"Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|337---Fabricación de muebles, colchones y persianas<C1>",NA,0.040167108,0.018769086,0.009556653,0.010019242,0.009662269,-0.012383702,0.048317072,0.067699908,0.016656688,0.00761847,-0.012678939,0.053487001,0.025371573,-0.007777628,-0.010381731,0.006025267,-0.001834796,0.055917202,0.029769093,-0.013435916,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|339---Otras industrias manufactureras<C1>,NA,0.026167825,0.046694326,0.036605823,0.041115568,-0.013438077,0.035775282,0.009964682,0.015125487,0.027158125,0.022028437,0.038249999,0.038582195,0.024268941,0.004890179,-0.000124214,0.000344606,-0.029534936,0.072645422,0.015363452,0.001889488,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias<C1>,NA,5.902947707,5.038022057,5.713678447,6.014493519,5.537907104,-0.371091456,6.405946209,4.719060425,5.676008697,2.917721036,3.359584563,4.528383426,6.439008735,4.282078576,4.977242789,2.665285094,-2.02908179,6.100746716,6.526714894,3.6700918,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|43---Comercio al por mayor<C1>,NA,1.295133322,0.784530695,1.260078628,1.207450917,1.124027028,-0.350834106,1.498534036,1.530437261,1.363499659,0.458023864,1.090486094,1.595510067,2.056248729,0.954472315,1.740166782,0.480157131,-0.251569169,1.887931434,2.266273639,0.328142442,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|46---Comercio al por menor<C1>,NA,1.273788709,0.583715875,0.641314751,0.784031147,0.94405863,-0.811487849,1.332471905,0.941939841,1.259867934,0.271428245,0.22874354,0.37180592,1.36930431,0.577653756,0.963661386,0.07140837,-0.213554784,1.151080695,1.073481904,0.291113281,
"Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|48-49---Transportes, correos y almacenamiento<C1>",NA,0.215695158,0.747786502,0.569500324,0.672007967,0.213130971,-0.135831865,1.31459762,0.194392193,0.441789017,0.12161536,0.508025358,0.502652223,0.645952783,0.321410824,0.676233423,0.310644661,-0.735862483,1.288695993,1.306465997,0.624274444,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|51---Información en medios masivos<C1>,NA,0.188973114,0.212757293,0.22761904,0.269857061,0.099384841,0.085474426,0.083671439,-0.049847492,0.076518041,0.067394384,0.011044121,-0.035786728,-0.054690774,0.025659947,0.083001088,0.025758595,-0.109153812,0.053138207,0.046142387,0.058569102,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|52---Servicios financieros y de seguros<C1>,NA,0.375330109,0.661605059,0.194763907,0.414153728,0.3344258,0.086038139,0.147477064,-0.019434984,0.156174006,0.391413072,0.092217328,0.104100903,0.383930292,0.428516961,0.254104083,0.23017878,0.090734972,0.092239442,0.7868684,0.681515267,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|53---Servicios inmobiliarios y de alquiler de bienes muebles e intangibles<C1>,NA,0.923344312,0.767330441,1.055159712,0.918731429,1.027437194,0.598642682,0.767959782,0.73841766,0.614966889,0.571623875,0.634639253,0.587294696,0.520263014,0.390725521,0.463877212,0.508614309,0.377294085,0.538941024,0.50277791,0.551188378,
"Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|54---Servicios profesionales, científicos y técnicos<C1>",NA,0.046106797,0.136778642,0.132911068,0.146661881,0.296028394,-0.25402892,0.084383629,0.131471168,0.133410586,0.151452402,0.155092665,0.076036074,0.117704471,0.254382199,0.114213457,0.021972837,0.154669767,0.208352774,0.212628719,0.175979286,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|55---Corporativos<C1>,NA,0.00428,0.000920469,0.002076078,0.00035268,0.004502403,-0.00091355,0.000432895,0.001688662,0.00167405,-0.000884877,0.001031494,0.001413917,0.004677036,0.003556118,0.001910227,0.001660206,0.00099721,0.004768588,0.003911035,0.000799097,
"Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|56---Servicios de apoyo a los negocios y manejo de residuos, y servicios de remediación<C1>",NA,0.43918713,0.339506565,0.607618996,0.476641841,0.557073796,-0.318577179,0.056303826,0.30403984,0.208404503,0.161582561,0.014823655,0.136187169,0.25944277,0.350712482,0.173460856,0.183196245,-0.05265572,-0.562006209,-1.448135768,0.031323864,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|61---Servicios educativos<C1>,NA,0.308443752,0.290541202,0.22617373,0.329224278,0.230981769,0.204555828,0.289414428,0.204261961,0.407617341,0.270202305,0.168170523,0.18293925,0.198151134,0.055057822,0.126161111,0.108728268,0.002350593,0.088560054,0.217056988,0.21328766,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|62---Servicios de salud y de asistencia social<C1>,NA,0.131370981,-0.031388531,0.077783661,0.168363254,0.189157772,0.102873844,0.114297375,0.243433822,0.198317751,0.171436185,0.119148084,0.108802907,0.201207607,0.173762943,0.259120995,0.242022323,0.039885351,0.226158657,0.157797874,0.143520651,
"Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|71---Servicios de esparcimiento culturales y deportivos, y otros servicios recreativos<C1>",NA,0.047686112,0.04147978,0.075777835,0.094327712,0.051858823,0.002773517,0.042862615,0.03352912,0.037563521,0.060939141,0.025960515,0.032525389,0.049036527,0.045254639,0.037487418,0.018914199,-0.242913908,0.114363301,0.21123731,0.060443183,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|72---Servicios de alojamiento temporal y de preparación de alimentos y bebidas<C1>,NA,0.132852627,0.045344883,0.202416647,-0.004066707,0.110276029,0.026625006,0.134253238,0.146682211,0.096702383,0.077855078,0.049151914,0.698154417,0.315715972,0.414833064,-0.124474395,0.138446093,-1.08327136,0.694669269,0.714881103,-0.036173693,
Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|81---Otros servicios excepto actividades gubernamentales<C1>,NA,0.283539344,0.241357897,0.21269181,0.26589376,0.182077021,0.062935271,0.150866475,0.101073878,0.241719867,0.106165323,0.147387778,0.129180893,0.239015173,0.149254198,0.124289296,0.166268103,-0.132281851,0.239758052,0.34369618,0.376856156,
"Contribución a la variación del estado en valores corrientes|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|93---Actividades legislativas, gubernamentales, de impartición de justicia y de organismos internacionales y extraterritoriales<C1>",NA,0.237216241,0.215755287,0.22779226,0.27086257,0.173486633,0.3306633,0.388419882,0.216975287,0.437783149,0.037474118,0.113662242,0.037566331,0.133049691,0.136825787,0.08402985,0.157314972,0.126249321,0.074095434,0.131631215,0.169252681,
Índice de precios implícitos base 2018=100|B.1bP---Producto interno bruto<C1>,47.21580957,49.89830567,52.03082267,54.12694371,57.12047744,60.07170128,64.83267844,67.42878492,70.18102798,74.01827564,76.77255208,80.60824175,84.79080004,90.94792204,95.86459048,100,104.5118627,111.0006055,115.4834763,123.8459452,130.0031536,
"Índice de precios implícitos base 2018=100|D.21-D.31---Impuestos sobre los productos, netos",33.83850159,32.92486188,32.46212264,31.42408513,33.9390796,25.59858313,43.07113819,47.11521303,44.33233568,42.62252015,56.40749994,79.90876255,88.56707981,99.65482097,96.3858276,100,107.8576343,130.6846921,125.4791969,109.851539,138.7576953,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  <C1>,48.27690349,51.23766205,53.61958622,55.96419637,58.92850815,62.90788645,66.5198978,68.91779015,71.93809392,76.17208896,78.13838035,80.65578804,84.52940698,90.36145329,95.82968167,100,104.2788807,109.7555938,114.8161273,124.8039002,129.4007785,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias<C1>,44.20082461,44.22200903,42.01138321,46.51135782,45.82852291,48.4429745,52.86709941,57.93927188,59.42021629,64.57324769,67.23083985,70.46273089,74.6903141,79.30584141,91.02037379,100,109.2053176,112.903425,127.2881386,148.1474398,163.383882,
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza<C1>",44.20082461,44.22200903,42.01138321,46.51135782,45.82852291,48.4429745,52.86709941,57.93927188,59.42021629,64.57324769,67.23083985,70.46273089,74.6903141,79.30584141,91.02037379,100,109.2053176,112.903425,127.2881386,148.1474398,163.383882,
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|111---Agricultura<C1>",41.94106665,37.01522665,33.21162282,40.67544139,41.25212681,40.26318399,48.0958946,55.25176536,57.14403061,56.02095835,52.59253128,54.97351005,61.1139858,68.8026564,86.87293153,100,113.1077195,119.5148975,139.9400146,166.420325,184.358758,
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|112---Cría y explotación de animales<C1>",44.1300293,49.70136268,49.89492183,50.55834435,49.19930578,56.17280349,56.32249965,59.09276376,61.03804422,71.66388472,82.34164285,90.31176894,90.45941474,91.28872804,95.72543669,100,104.8034822,105.4384578,114.0716668,128.0306978,141.9038555,
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|114---Pesca, caza y captura<C1>",57.3674214,59.64996448,63.96896054,63.97109805,60.8982054,75.7183622,63.96677472,74.92496623,62.15363031,68.15093021,71.79538354,65.47951848,72.19669553,74.33603145,81.32119405,100,128.1536231,167.5648634,136.275157,179.5872299,184.3266826,
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades primarias|11---Agricultura, cría y explotación de animales, aprovechamiento forestal, pesca y caza|113,115---Aprovechamiento forestal, Servicios relacionados con las actividades agropecuarias y forestales<C1>",76.67777462,76.61749734,75.25384809,79.11305283,81.90691764,83.80307614,76.65739019,82.46211376,81.73091894,86.5113159,83.67140098,85.97238378,87.83075873,91.8073213,96.52938517,100,102.3343364,105.9171539,114.1759912,125.6037059,131.6579651,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias<C1>,49.13096906,52.26065609,53.58149973,55.29777524,57.53339791,61.47912261,65.97512835,67.21012076,71.43118653,75.72602089,77.25543235,79.59983609,83.56345617,90.73416252,96.03272253,100,104.4627513,110.7055848,114.5463178,125.791544,129.9982293,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería<C1>,29.74613161,33.22825936,35.98538853,39.75210152,57.91127732,57.50411725,64.35815019,67.99968585,76.47630321,64.14834223,73.4726935,82.7860632,64.14764719,82.69197206,98.50190267,100,99.74834032,107.9541071,118.6544024,99.72705603,110.0459016,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-1---Minería petrolera<C1>,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|21---Minería|21-2---Minería no petrolera<C1>,29.74613161,33.22825936,35.98538853,39.75210152,57.91127732,57.50411725,64.35815019,67.99968585,76.47630321,64.14834223,73.4726935,82.7860632,64.14764719,82.69197206,98.50190267,100,99.74834032,107.9541071,118.6544024,99.72705603,110.0459016,
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|22---Generación, transmisión, distribución y comercialización de energía eléctrica, suministro de agua y de gas natural por ductos al consumidor final<C1>",55.03441934,53.76766671,56.21444533,54.62361678,55.60957659,60.33336136,63.76509615,63.10747505,63.31581398,63.24801982,67.49369689,71.4867825,68.52479136,72.38851819,90.20781486,100,110.9278537,109.6806405,126.9649675,164.1690044,188.3865266,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|23---Construcción<C1>,44.02515517,48.7795447,49.67323752,52.08734239,53.92031352,59.1625729,60.70290311,61.26487462,66.87616573,70.81009481,69.7317971,71.45073217,73.68630765,80.3202956,90.27717966,100,103.9297429,108.3492531,121.9770654,140.0708269,145.3862109,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras<C1>,50.47462697,53.45702492,54.89040378,56.47634335,58.887638,62.56368989,68.08316249,69.60125709,73.65663824,78.75176118,80.73281734,82.42880895,88.22905363,95.50479024,98.30117211,100,104.3182345,111.5071727,111.8043918,121.0882466,123.7494142,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|311---Industria alimentaria<C1>,43.05301376,46.07748465,47.12754131,48.25822608,54.35210915,60.08851709,67.84561391,72.64923503,78.84912818,84.52729711,89.01783811,89.05362,90.53963557,96.05448704,100.1732757,100,102.7274735,107.4086215,113.8797414,129.1799173,135.7360336,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|312---Industria de las bebidas y del tabaco<C1>,44.4203614,45.9373673,49.87137057,51.71927723,52.4048777,53.87636533,61.71233969,62.60022099,63.71006711,64.89756944,67.9284581,78.00734126,82.75740659,89.02258417,94.12315612,100,106.307235,117.011237,120.5454609,130.4617238,140.143382,
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|313-314---Fabricación de insumos textiles y acabado de textiles; Fabricación de productos textiles, excepto prendas de vestir<C1>",57.89957457,58.03955788,60.88918783,63.12070647,64.92457486,66.74431114,70.78713489,75.75765348,81.89459072,80.39637253,84.86694308,85.78649253,85.88278301,89.23633718,100.5668769,100,102.9123917,105.9014895,112.2906435,116.6373346,117.7986708,
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|315-316---Fabricación de prendas de vestir; Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos<C1>",60.59454377,62.34808876,64.14098471,66.34354551,68.09849789,71.50604621,74.99153761,76.32357762,82.62884452,88.13054624,89.92605854,91.54910384,96.98404601,100.1015209,102.0503153,100,104.3106596,107.4207454,109.0124926,116.0874778,120.0526204,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|321---Industria de la madera<C1>,48.6683025,51.10046502,54.51721518,56.15532389,59.27729897,59.52246395,66.94507565,72.3468391,78.49337998,77.31212236,80.4701536,79.87692189,87.05182639,93.6519928,101.1866084,100,106.1276014,109.9641925,117.1020453,130.9636931,134.9331506,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|322-323---Industria del papel; Impresión e industrias conexas<C1>,50.17892726,53.10818903,56.39839626,57.68095685,60.07884257,64.19127791,69.43076419,70.67188187,73.34134922,79.9298779,87.59771756,85.87553653,88.42972651,92.16104768,95.6721962,100,104.7240538,108.9959423,114.3285343,124.883124,132.2595318,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|324-326---Fabricación de productos derivados del petróleo y del carbón; Industria química; Industria del plástico y del hule<C1>,51.37658005,58.24527014,62.13015141,64.11217711,65.11404256,68.6023656,70.3923304,70.85109284,75.09817141,81.25370324,86.87128262,87.17157774,92.15112027,97.98377537,100.0882392,100,104.1294928,108.2206041,109.6306855,123.0795701,124.9901007,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|327---Fabricación de productos a base de minerales no metálicos<C1>,55.06277199,55.67397189,55.34071149,56.09968397,59.485542,61.42327228,68.89683752,63.94204168,63.11314759,66.3440966,71.93765528,76.95155358,84.55613659,85.99822656,92.94786433,100,109.2764746,119.9492298,123.2929881,135.712383,142.5137396,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|331-332---Industrias metálicas básicas; Fabricación de productos metálicos<C1>,38.82509333,48.58123365,46.42032873,51.06446568,54.40791212,65.55828434,65.11969634,65.35158279,71.20674126,77.07576972,77.86704444,77.21271458,84.12796456,88.65124501,93.13667934,100,103.7836698,110.092688,125.6825146,136.6723828,127.4072867,
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|333-336---Fabricación de maquinaria y equipo; Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos; Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica; Fabricación de equipo de transporte<C1>",58.80076085,60.58283301,60.89894216,61.05006273,61.46779814,63.51428304,69.63048773,69.27286834,71.74050579,77.81406267,75.76608265,77.86386513,87.38847791,98.10680267,98.5552932,100,104.7485712,115.1007206,103.5427922,106.9694761,107.4251421,
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|337---Fabricación de muebles, colchones y persianas<C1>",52.31690132,52.18225279,54.22001153,55.89735036,58.92272129,60.85400688,63.7205282,65.8004659,72.81300515,77.54908391,85.03097173,84.0785516,88.94476436,94.50165647,100.1067171,100,104.8566508,108.4584523,113.2544336,123.3377818,136.6173396,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades secundarias|31-33---Industrias manufactureras|339---Otras industrias manufactureras<C1>,47.75276905,52.50244296,55.50085944,58.23867944,62.42911632,66.84601233,74.42704346,76.84559809,74.99017477,78.12755504,79.9640857,83.91401184,90.86663997,97.65504613,103.1438496,100,103.7438029,112.4934963,119.3520669,130.586153,130.8186073,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias<C1>,48.20274012,51.41606628,54.72829461,57.21738708,60.96800807,65.09067036,68.03930877,70.80979934,73.32525103,77.51827965,79.6123631,82.26067514,86.0042474,91.23050735,96.18609582,100,103.715886,108.964723,113.6868222,121.9547813,125.8062092,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|43---Comercio al por mayor<C1>,43.32662627,47.28557529,49.58387848,51.2997044,54.72086171,59.39467013,63.09730318,64.67830656,68.06584316,72.56218108,74.30659672,75.53542291,81.53350995,89.31563484,95.57553093,100,102.9760534,107.9332215,114.4788286,124.5154126,122.4555208,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|46---Comercio al por menor<C1>,39.22424058,43.28536911,44.85821946,46.53303608,50.62284006,56.15445137,56.51547299,59.73030397,62.91362866,71.34021533,72.55155164,74.73624442,79.40119815,88.27078535,94.9542591,100,101.9858269,108.8860782,116.4016665,122.3932657,119.6889374,
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|48-49---Transportes, correos y almacenamiento<C1>",50.03840272,49.85062723,55.76246815,58.67534558,63.55339194,67.30108944,69.95726508,79.69888298,80.25044849,83.39736851,82.49701073,85.4640102,87.46030999,92.36511729,94.07766127,100,105.363621,112.2947273,118.2972487,125.525673,133.1220809,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|51---Información en medios masivos<C1>,163.1602118,171.2362378,182.976723,191.9054531,194.3672982,191.9379959,195.7899172,200.7647559,185.6771185,168.6554746,171.9777977,164.3607263,134.0803981,104.1569687,99.77123666,100,99.83873432,97.67802752,98.43704894,96.16348947,93.80053675,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|52---Servicios financieros y de seguros<C1>,75.87324122,73.61028697,110.2857969,106.4377629,115.3064991,105.6944558,102.5465679,89.28838557,90.027151,90.26942106,89.95707714,92.53030535,88.5008009,92.0812301,95.19424118,100,103.025255,109.4881534,107.2080872,125.3276445,140.8416235,
Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|53---Servicios inmobiliarios y de alquiler de bienes muebles e intangibles<C1>,56.57199384,59.49157967,62.24475266,65.76530253,69.00112056,73.11593357,75.97128052,78.47072294,81.16988764,83.1879655,86.79536339,89.76528843,92.31376277,94.88239294,97.34269794,100,103.5509243,106.7976923,109.4407579,113.2652,117.9513324,
"Índice de precios implícitos base 2018=100|B.1bV---Valor agregado bruto|Actividad económica total  |Actividades terciarias|54---Servicios profesionales, científicos y técnicos<C1>",58.80211975,63.19258376,63.81226865,65.24135796,65.82045662,66.28160219,69.92687727,71.01560369,71.52326076,76.93694609,81.86803586,82.49949114,82.88570114,89.4757666,96.89092509,100,106.2976158,113.9392366,114.813618,122.1160636,128.9581678,
